State,County,Poverty Estimate,Poverty Percent,No Service,Few Services,Restricted Services,Full Service,Population,Service total
Virginia,Northumberland,1487,12.3,0,0,0,0,12151,0
Virginia,Norton City,805,20.5,0,0,0,0,3969,0
Virginia,Nottoway,2470,19.2,0,0,0,0,15338,0
Virginia,Orange,3477,9.4,0,0,0,0,36501,0
Virginia,Page,2682,11.3,0,1,0,0,23862,1
Virginia,Patrick,2435,14.2,0,0,0,0,17660,0
Virginia,Petersburg City,6227,20.8,0,1,0,0,30791,1
Virginia,Pittsylvania,8227,14,0,0,0,0,60867,0
Virginia,Poquosoncity,571,4.7,0,0,0,0,12121,0
Virginia,Portsmouth City,14093,15.3,0,1,0,0,94961,1
Virginia,Powhatan,1523,5.3,0,0,0,0,29253,0
Virginia,Prince Edward,4470,23.6,0,1,0,0,22892,1
Virginia,Prince George,2853,8.2,0,0,0,0,38292,0
Virginia,Prince William,22884,4.9,0,1,0,0,466834,1
Virginia,Pulaski,4111,12.5,0,0,0,0,34113,0
Virginia,Radfordcity,3633,24.6,0,0,0,0,17833,0
Virginia,Rappahannock,645,8.9,0,0,0,0,7360,0
Virginia,Richmond,1179,16,0,0,0,2,8951,6
Virginia,Richmond City,39609,17.9,0,2,0,0,229233,2
Virginia,Roanoke,5499,6,0,0,0,1,94103,3
Virginia,Roanoke City,15511,15.9,0,1,0,0,99122,1
Virginia,Rockbridge,2333,10.5,0,0,0,0,22728,0
Virginia,Rockingham,6681,8.3,0,0,0,0,81138,0
Virginia,Russell,4278,16.2,0,0,0,0,26937,0
Virginia,Salem City,2087,9,0,0,0,0,25290,0
Virginia,Scott,3654,17.6,0,0,0,0,21761,0
Virginia,Shenandoah,4366,10.1,0,1,0,0,43441,1
Virginia,Smyth,4467,15.2,0,0,0,0,30539,0
Virginia,Southampton,2006,12.5,0,0,0,0,17829,0
Virginia,Spotsylvania,9039,6.6,0,0,0,0,134683,0
Virginia,Stafford,8148,5.4,0,0,0,0,150185,0
Virginia,Staunton City,2987,12.3,0,1,0,0,24660,1
Virginia,Suffolk City,8330,9,0,1,0,0,91383,1
Virginia,Surry,738,11.6,0,0,0,0,6459,0
Virginia,Sussex,1579,18.9,0,0,0,0,11202,0
Virginia,Tazewell,6357,16.4,0,0,0,0,41201,0
Virginia,Virginia Beach City,35860,8.1,0,1,0,0,450882,1
Virginia,Warren,4008,10.1,0,1,0,0,39888,1
Virginia,Washington,6856,13.2,0,0,0,0,54005,0
Virginia,Waynesboro city,2556,11.3,0,1,0,0,22300,1
Virginia,Westmoreland,2332,12.9,0,0,0,0,17873,0
Virginia,Williamsburg City,1847,16.8,0,0,0,0,15034,0
Virginia,Winchester City,3501,13.2,0,1,0,0,27912,1
Virginia,Wise,6984,20.3,0,0,0,0,38032,0
Virginia,Wythe,3400,12,0,0,0,0,28725,0
Virginia,York,3239,4.7,0,0,0,0,68389,0
Washington,Adams,2515,12.7,0,0,0,0,19702,0
Washington,Asotin,3176,14.1,0,0,0,0,22636,0
Washington,Benton,18527,9.1,0,2,0,1,200715,5
Washington,Chelan,6350,8.3,0,1,0,0,76653,1
Washington,Clallam,10194,13.3,0,2,0,1,76482,5
Washington,Clark,42918,8.7,0,3,0,1,481950,6
Washington,Columbia,502,12.6,0,0,0,0,4024,0
Washington,Cowlitz,13101,11.9,0,1,0,0,108399,1
Washington,Douglas,4539,10.5,0,0,0,0,42520,0
Washington,Ferry,1415,18.4,0,0,0,0,7643,0
Washington,Franklin,11608,12.4,0,0,0,0,93681,0
Washington,Garfield,257,11.4,0,0,0,0,2258,0
Washington,Grant,13339,13.6,0,3,0,0,96648,3
Washington,GraysHarbor,11045,15.1,0,1,0,0,73769,1
Washington,Island,5487,6.5,0,1,0,0,84187,1
Washington,Jefferson,3391,10.6,0,1,0,0,31825,1
Washington,King,169478,7.6,0,2,0,13,2225064,41
Washington,Kitsap,21851,8.3,0,2,0,1,268945,5
Washington,Kittitas,5962,12.9,0,1,0,0,47097,1
Washington,Klickitat,3150,14,0,1,0,0,22055,1
Washington,Lewis,10817,13.3,0,1,0,1,79430,4
Washington,Lincoln,1254,11.4,0,0,0,0,10732,0
Washington,Mason,8232,12.6,0,1,0,0,65326,1
Washington,Okanogan,8306,19.8,0,3,0,0,42080,3
Washington,Pacific,3094,13.6,0,0,0,0,22121,0
Washington,Pend Oreille,2054,14.7,0,0,0,0,13588,0
Washington,Pierce,77361,8.7,0,4,0,4,891862,16
Washington,San Juan,1667,9.6,0,0,0,0,16953,0
Washington,Skagit,12300,9.5,0,1,0,1,127442,4
Washington,Skamania,1278,10.6,0,0,0,0,11906,0
Washington,Snohomish,57832,7.1,0,3,0,3,811572,12
Washington,Spokane,69001,13.4,0,2,0,2,513402,8
Washington,Stevens,6881,15,0,1,0,0,45233,1
Washington,Thurston,28058,9.7,0,1,0,1,284698,4
Washington,Wahkiakum,478,10.7,0,0,0,0,4318,0
Washington,Walla Walla,7320,12.9,0,1,0,1,60785,4
Washington,Whatcom,26423,11.7,0,1,0,1,224538,4
Washington,Whitman,6713,15.7,0,0,0,1,49577,3
Washington,Yakima,36781,14.8,0,5,0,1,250649,8
WestVirginia,Barbour,3221,20.8,0,0,0,0,16543,0
WestVirginia,Berkeley,12137,10,0,0,0,0,117615,0
WestVirginia,Boone,3700,17.8,0,0,0,0,21897,0
WestVirginia,Braxton,2356,17.8,0,0,0,0,14032,0
WestVirginia,Brooke,2502,11.9,0,0,0,0,22162,0
WestVirginia,Cabell,17499,19.9,1,1,0,0,93328,0
WestVirginia,Calhoun,1380,20,0,0,0,0,7185,0
WestVirginia,Clay,1920,23.3,0,0,0,0,8599,0
WestVirginia,Doddridge,1229,17,0,0,0,0,8499,0
WestVirginia,Fayette,8352,20.8,0,0,0,0,43087,0
WestVirginia,Gilmer,1384,23,0,0,0,0,7970,0
WestVirginia,Grant,1508,13.3,0,1,0,0,11565,1
WestVirginia,Greenbrier,5987,17.8,0,0,0,0,34893,0
WestVirginia,Hampshire,3118,13.7,0,0,0,0,23304,0
WestVirginia,Hancock,3380,12,0,0,0,0,29118,0
WestVirginia,Hardy,1824,13.5,0,0,0,0,13789,0
WestVirginia,Harrison,8940,13.6,0,1,0,0,67620,1
WestVirginia,Jackson,4000,14.2,0,0,0,0,28793,0
WestVirginia,Jefferson,4392,7.8,0,1,0,0,56922,1
WestVirginia,Kanawha,27150,15.7,0,2,1,0,181014,4
WestVirginia,Lewis,2152,13.9,0,0,0,0,16024,0
WestVirginia,Lincoln,4093,20.6,0,0,0,0,20617,0
WestVirginia,Logan,6875,22.3,0,0,0,0,32593,0
WestVirginia,Marion,7210,13.2,0,1,0,0,56233,1
WestVirginia,Marshall,4042,13.7,0,0,0,0,30900,0
WestVirginia,Mason,4378,17.1,0,0,0,0,26700,0
WestVirginia,McDowell,5325,31.8,0,0,0,0,18083,0
WestVirginia,Mercer,8583,15.1,0,1,0,0,59370,1
WestVirginia,Mineral,3608,13.8,0,1,0,0,27047,1
WestVirginia,Mingo,5676,24.9,0,0,0,0,23808,0
WestVirginia,Monongalia,15281,15.2,1,1,0,0,106196,0
WestVirginia,Monroe,2012,15.3,0,0,0,0,13344,0
WestVirginia,Morgan,1938,11,0,0,0,0,17800,0
WestVirginia,Nicholas,4569,19,0,0,0,0,24857,0
WestVirginia,Ohio,7041,18.1,0,0,0,0,41875,0
WestVirginia,Pendleton,784,11.5,0,0,0,0,6968,0
WestVirginia,Pleasants,875,13,0,0,0,0,7457,0
WestVirginia,Pocahontas,1418,18.1,0,0,0,0,8382,0
WestVirginia,Preston,4940,15.7,0,0,0,0,33610,0
WestVirginia,Putnam,5520,9.9,0,0,0,0,56604,0
WestVirginia,Raleigh,15070,21.8,0,1,0,0,74452,1
WestVirginia,Randolph,3936,15.2,0,0,0,0,28763,0
WestVirginia,Ritchie,1531,16.4,0,1,0,0,9747,1
WestVirginia,Roane,2756,20.7,0,0,0,0,13831,0
WestVirginia,Summers,2413,21.1,0,0,0,0,12710,0
WestVirginia,Taylor,2213,13.7,0,0,0,0,16817,0
WestVirginia,Tucker,912,13.8,0,0,0,0,6943,0
WestVirginia,Tyler,1216,14.4,0,0,0,0,8736,0
WestVirginia,Upshur,3913,17.1,0,2,0,0,24451,2
WestVirginia,Wayne,6644,17.1,0,0,0,0,39952,0
WestVirginia,Webster,1890,23.7,0,0,0,0,8289,0
WestVirginia,Wetzel,2342,15.9,0,0,0,0,15291,0
WestVirginia,Wirt,1023,18,0,0,0,0,5764,0
WestVirginia,Wood,11757,14.4,0,1,0,0,84387,1
WestVirginia,Wyoming,4260,21.3,0,0,0,0,20890,0
Wisconsin,Adams,2389,12.3,0,0,0,0,20208,0
Wisconsin,Ashland,1845,12.5,0,1,0,0,15524,1
Wisconsin,Barron,4466,10,0,1,0,0,45182,1
Wisconsin,Bayfield,1655,11,0,0,0,0,15088,0
Wisconsin,Brown,21896,8.5,1,1,0,0,262559,0
Wisconsin,Buffalo,1037,8,0,0,0,0,13087,0
Wisconsin,Burnett,1644,10.7,0,0,0,0,15363,0
Wisconsin,Calumet,2267,4.5,0,0,0,0,50005,0
Wisconsin,Chippewa,5805,9.4,0,0,0,0,64175,0
Wisconsin,Clark,4471,13.1,0,0,0,0,34668,0
Wisconsin,Columbia,3873,6.9,0,1,0,0,57331,1
Wisconsin,Crawford,2026,13.3,0,2,0,0,16155,2
Wisconsin,Dane,51956,9.6,0,3,1,0,542459,5
Wisconsin,Dodge,5822,7.2,0,1,0,0,87569,1
Wisconsin,Door,2159,7.8,0,0,0,0,27621,0
Wisconsin,Douglas,4236,10,0,1,0,0,43497,1
Wisconsin,Dunn,4267,10.1,1,0,0,0,45029,-1
Wisconsin,Eau Claire,9830,9.8,0,1,0,0,104132,1
Wisconsin,Florence,447,10.6,0,0,0,0,4312,0
Wisconsin,Fond du Lac,7562,7.6,0,1,0,0,102654,1
Wisconsin,Forest,1055,12,0,0,0,0,9003,0
Wisconsin,Grant,5616,12,0,1,0,0,51570,1
Wisconsin,Green,2666,7.4,1,0,0,0,36790,-1
Wisconsin,Green Lake,1819,9.7,0,0,0,0,18807,0
Wisconsin,Iowa,1695,7.2,0,0,0,0,23632,0
Wisconsin,Iron,624,11.2,0,0,0,0,5679,0
Wisconsin,Jackson,2460,12.7,0,0,0,0,20556,0
Wisconsin,Jefferson,6003,7.3,0,1,0,0,84837,1
Wisconsin,Juneau,3049,11.9,0,0,0,0,26603,0
Wisconsin,Kenosha,18137,11,0,3,0,0,168998,3
Wisconsin,Kewaunee,1355,6.7,0,0,0,0,20398,0
Wisconsin,LaCrosse,11307,10,0,2,0,0,118168,2
Wisconsin,Lafayette,1458,8.8,0,0,0,0,16682,0
Wisconsin,Langlade,2012,10.7,0,0,0,0,19167,0
Wisconsin,Lincoln,2062,7.7,0,0,0,0,27687,0
Wisconsin,Manitowoc,6126,7.9,0,1,0,0,78977,1
Wisconsin,Marathon,8986,6.7,0,1,0,0,135485,1
Wisconsin,Marinette,3738,9.4,0,1,0,0,40312,1
Wisconsin,Marquette,1594,10.3,0,0,0,0,15380,0
Wisconsin,Menominee,1012,22.6,0,0,0,0,4566,0
Wisconsin,Milwaukee,175538,19,0,8,2,0,949180,12
Wisconsin,Monroe,4767,10.5,0,0,0,0,46155,0
Wisconsin,Oconto,2897,7.6,0,0,0,0,37870,0
Wisconsin,Oneida,2749,7.8,0,1,0,0,35480,1
Wisconsin,Outagamie,12271,6.6,1,2,0,0,186829,1
Wisconsin,Ozaukee,3786,4.3,0,0,0,0,89179,0
Wisconsin,Pepin,654,9.1,0,0,0,0,7261,0
Wisconsin,Pierce,2901,7.3,0,1,0,0,42336,1
Wisconsin,Polk,3835,8.9,1,0,0,0,43549,-1
Wisconsin,Portage,5633,8.3,0,1,0,0,70822,1
Wisconsin,Price,1459,11.2,0,0,0,0,13351,0
Wisconsin,Racine,17971,9.4,0,2,0,0,195859,2
Wisconsin,Richland,2282,13.4,0,0,0,0,17408,0
Wisconsin,Rock,14946,9.3,0,2,0,0,162532,2
Wisconsin,Rusk,1619,11.7,0,1,0,0,14074,1
Wisconsin,Sauk,5151,8.1,0,0,0,0,64152,0
Wisconsin,Sawyer,2013,12.3,0,1,0,0,16477,1
Wisconsin,Shawano,4147,10.3,0,0,0,0,40813,0
Wisconsin,Sheboygan,8529,7.6,0,1,0,0,115152,1
Wisconsin,St. Croix,4421,4.9,0,0,0,0,89702,0
Wisconsin,Taylor,1920,9.6,0,1,0,0,20320,1
Wisconsin,Trempealeau,2140,7.3,0,0,0,0,29525,0
Wisconsin,Vernon,3642,11.9,0,1,0,0,30759,1
Wisconsin,Vilas,2136,9.7,0,0,0,0,21923,0
Wisconsin,Walworth,8418,8.3,0,1,0,0,103391,1
Wisconsin,Washburn,1615,10.4,0,0,0,0,15726,0
Wisconsin,Washington,6937,5.1,0,1,0,0,135529,1
Wisconsin,Waukesha,16952,4.2,0,3,0,0,402637,3
Wisconsin,Waupaca,3920,8,0,0,0,0,50997,0
Wisconsin,Waushara,2417,10.5,0,0,0,0,24256,0
Wisconsin,Winnebago,14219,8.7,0,1,0,0,170924,1
Wisconsin,Wood,6732,9.4,0,2,0,0,72892,2
Wyoming,Albany,5635,15.3,0,1,0,0,38664,1
Wyoming,BigHorn,1311,11.5,0,0,0,0,11809,0
Wyoming,Campbell,3340,7.3,0,1,0,0,46958,1
Wyoming,Carbon,1453,10.4,0,0,0,0,15073,0
Wyoming,Converse,1120,8.2,0,0,0,0,13842,0
Wyoming,Crook,551,7.3,0,0,0,0,7502,0
Wyoming,Fremont,5772,15,0,1,0,0,39711,1
Wyoming,Goshen,1535,12.8,0,0,0,0,13301,0
Wyoming,HotSprings,473,10.9,0,0,0,0,4550,0
Wyoming,Johnson,757,8.9,0,0,0,0,8518,0
Wyoming,Laramie,7242,7.4,0,1,0,0,99272,1
Wyoming,Lincoln,1395,6.9,0,1,0,0,19640,1
Wyoming,Natrona,7420,9.4,0,1,0,0,80067,1
Wyoming,Niobrara,255,12.6,0,0,0,0,2377,0
Wyoming,Park,2368,8.2,0,2,0,0,29273,2
Wyoming,Platte,835,9.9,0,0,0,0,8572,0
Wyoming,Sheridan,2839,9.5,0,1,0,0,30397,1
Wyoming,Sublette,610,6.2,0,1,0,0,9865,1
Wyoming,Sweetwater,3187,7.6,0,1,0,0,43352,1
Wyoming,Teton,1207,5.2,0,1,1,0,23356,3
Wyoming,Uinta,1697,8.5,0,0,0,0,20374,0
Wyoming,Washakie,739,9.7,0,0,0,0,7933,0
Wyoming,Weston,679,10.6,0,0,0,0,6942,0
