State,County,Poverty Estimate,Poverty Percent,No Service,Few Services,Restricted Services,Full Service,Population
Nebraska,Stanton,404,6.9,0,0,0,0,5946
Nebraska,Thayer,471,9.8,0,0,0,0,5000
Nebraska,Thomas,91,12.3,0,0,0,0,586
Nebraska,Thurston,1299,18.2,0,0,0,0,7218
Nebraska,Valley,455,11.2,0,0,0,0,4100
Nebraska,Washington,1104,5.3,0,0,0,0,20546
Nebraska,Wayne,798,9.5,0,0,0,0,9388
Nebraska,Webster,335,10.2,0,0,0,0,3497
Nebraska,Wheeler,98,12.4,0,0,0,0,689
Nebraska,York,1175,9.3,0,1,0,0,13671
Nevada,Carson City,6656,12.5,0,0,0,0,55244
Nevada,Churchill,2581,10.3,1,0,0,0,24606
Nevada,Clark,301418,13.2,0,2,0,6,2228866
Nevada,Douglas,3893,8.0,0,1,0,0,48486
Nevada,Elko,5815,11.2,0,0,0,0,52537
Nevada,Esmeralda,127,14.4,0,0,0,0,1030
Nevada,Eureka,213,10.3,0,0,0,0,1839
Nevada,Humboldt,1648,9.8,0,0,0,0,16834
Nevada,Lander,516,9.4,0,0,0,0,5565
Nevada,Lincoln,647,13.2,0,0,0,0,5177
Nevada,Lyon,5814,10.1,0,2,0,0,55667
Nevada,Mineral,687,15.4,0,0,0,0,4487
Nevada,Nye,6651,14.2,0,1,0,0,45514
Nevada,Pershing,880,18.1,0,0,0,0,6591
Nevada,Storey,328,7.8,0,0,0,0,4086
Nevada,Washoe,47922,10.2,0,0,0,1,464182
Nevada,WhitePine,1021,12.3,0,0,0,0,9570
NewHampshire,Belknap,4472,7.4,0,1,0,0,61174
NewHampshire,Carroll,3633,7.5,0,0,0,0,48461
NewHampshire,Cheshire,6379,8.8,0,1,0,1,76040
NewHampshire,Coos,3828,13.1,0,0,0,0,31486
NewHampshire,Grafton,7217,8.6,0,3,0,0,90331
NewHampshire,Hillsborough,29194,7.1,2,2,0,2,415305
NewHampshire,Merrimack,9764,6.7,0,1,0,1,150902
NewHampshire,Rockingham,14099,4.6,1,0,0,1,308211
NewHampshire,Strafford,10032,8.2,1,1,0,0,130161
NewHampshire,Sullivan,3786,8.9,0,1,0,0,43173
NewJersey,Atlantic,35571,13.8,1,0,0,2,264650
NewJersey,Bergen,59225,6.4,2,2,0,4,931275
NewJersey,Burlington,25900,6.0,1,1,0,0,446301
NewJersey,Camden,61747,12.4,0,2,0,3,506721
NewJersey,CapeMay,8546,9.6,0,2,0,0,92701
NewJersey,Cumberland,18073,13.1,0,0,0,0,150085
NewJersey,Essex,111465,14.3,1,2,0,3,798698
NewJersey,Gloucester,20136,7.0,0,1,0,0,291745
NewJersey,Hudson,86854,13.1,0,1,0,0,671923
NewJersey,Hunterdon,4932,4.1,1,0,0,1,125063
NewJersey,Mercer,33028,9.5,0,2,0,4,368085
NewJersey,Middlesex,59132,7.4,0,3,0,4,825015
NewJersey,Monmouth,35894,5.9,1,2,0,2,620821
NewJersey,Morris,22653,4.7,1,1,0,1,492715
NewJersey,Ocean,63592,10.5,2,1,0,0,602018
NewJersey,Passaic,83071,16.9,0,3,0,1,502763
NewJersey,Salem,7466,12.2,0,1,0,0,62754
NewJersey,Somerset,15563,4.8,1,0,0,0,330151
NewJersey,Sussex,7486,5.4,0,1,0,1,140996
NewJersey,Union,50517,9.2,0,1,0,3,555208
NewJersey,Warren,7539,7.3,0,2,0,2,105730
NewMexico,Bernalillo,102304,15.3,1,2,0,3,679037
NewMexico,Catron,820,22.8,0,0,0,0,3547
NewMexico,Chaves,12054,19.2,1,0,0,0,64912
NewMexico,Cibola,5972,25.1,0,0,0,0,26763
NewMexico,Colfax,1973,17.2,0,0,0,0,12106
NewMexico,Curry,7011,14.9,0,1,0,0,49502
NewMexico,DeBaca,282,17.0,0,0,0,0,1995
NewMexico,Dona Ana,44372,20.5,0,0,0,0,217696
NewMexico,Eddy,7379,12.8,1,0,0,0,57865
NewMexico,Grant,5266,20.0,0,0,0,0,27391
NewMexico,Guadalupe,843,22.8,0,0,0,0,4336
NewMexico,Harding,96,15.1,0,0,0,0,432
NewMexico,Hidalgo,796,19.8,0,0,0,0,4234
NewMexico,Lea,8713,12.6,0,0,0,0,70359
NewMexico,Lincoln,3340,16.9,0,1,0,0,19640
NewMexico,Los Alamos,642,3.3,0,0,0,0,18976
NewMexico,Luna,5187,22.3,0,0,0,0,24022
NewMexico,McKinley,22414,32.0,1,0,0,0,71956
NewMexico,Mora,884,19.8,0,0,0,0,4500
NewMexico,Otero,10168,15.5,0,1,0,0,66804
NewMexico,Quay,1794,22.0,0,0,0,0,8265
NewMexico,Rio Arriba,7510,19.7,0,1,0,0,38962
NewMexico,Roosevelt,3133,18.2,0,1,0,0,18723
NewMexico,San Juan,26171,21.5,1,1,0,0,125608
NewMexico,San Miguel,5456,20.9,0,0,0,0,27546
NewMexico,Sandoval,15305,10.4,0,2,0,0,144954
NewMexico,SantaFe,18645,12.5,0,1,0,0,150319
NewMexico,Sierra,2335,22.1,0,1,0,0,10988
NewMexico,Socorro,4000,25.1,1,0,0,0,16723
NewMexico,Taos,6094,18.9,0,1,0,0,32759
NewMexico,Torrance,3164,21.4,0,1,0,0,15477
NewMexico,Union,634,19.0,0,0,0,0,4106
NewMexico,Valencia,11697,15.5,0,1,0,0,76518
NewYork,Albany,32736,11.3,1,1,0,1,306165
NewYork,Allegany,6238,15.1,1,0,0,0,46304
NewYork,Bronx,333670,24.4,0,2,0,3,1427056
NewYork,Broome,32931,18.4,3,0,0,1,192042
NewYork,Cattaraugus,11951,16.3,1,0,0,0,76750
NewYork,Cayuga,8481,11.7,1,0,0,0,76958
NewYork,Chautauqua,17909,14.8,0,1,0,0,127584
NewYork,Chemung,11438,14.5,0,1,0,1,84115
NewYork,Chenango,5283,11.5,0,0,0,0,47527
NewYork,Clinton,8188,11.1,1,1,0,2,80320
NewYork,Columbia,5961,10.2,0,1,0,1,60016
NewYork,Cortland,5086,11.7,0,1,0,0,47618
NewYork,Delaware,5345,12.8,1,0,0,0,44676
NewYork,Dutchess,22960,8.3,2,1,0,1,293524
NewYork,Erie,117938,13.2,2,1,0,4,918873
NewYork,Essex,3565,10.2,0,0,0,0,37281
NewYork,Franklin,7016,15.9,0,0,0,0,50389
NewYork,Fulton,7184,13.9,1,0,0,1,53452
NewYork,Genesee,5631,10.2,1,0,0,1,57554
NewYork,Greene,4961,11.2,0,0,0,0,47335
NewYork,Hamilton,378,8.7,0,0,0,0,4454
NewYork,Herkimer,7192,12.1,0,1,0,0,61738
NewYork,Jefferson,13411,13.1,0,1,0,1,111454
NewYork,Kings,446856,17.8,1,2,0,2,2576771
NewYork,Lewis,2942,11.4,0,2,0,0,26456
NewYork,Livingston,5828,10.3,0,1,0,0,63218
NewYork,Madison,6878,10.4,0,1,0,0,70990
NewYork,Monroe,100122,13.9,2,4,0,2,743084
NewYork,Montgomery,5735,11.9,1,0,0,1,49294
NewYork,Nassau,75628,5.7,1,2,0,3,1355683
NewYork,NewYork,255059,16.3,1,1,0,5,1629153
NewYork,Niagara,23934,11.7,0,2,0,3,210145
NewYork,Oneida,26660,12.4,0,4,0,1,229074
NewYork,Onondaga,56835,12.8,0,2,0,1,461591
NewYork,Ontario,9389,8.8,1,1,0,1,109774
NewYork,Orange,39859,10.6,0,2,0,2,382077
NewYork,Orleans,4978,13.2,0,1,0,0,40624
NewYork,Oswego,15935,14.2,3,0,0,0,117630
NewYork,Otsego,6914,12.8,0,0,0,0,59593
NewYork,Putnam,5516,5.7,1,0,0,0,98714
NewYork,Queens,226286,10.3,2,3,0,5,2270976
NewYork,Rensselaer,15925,10.4,0,0,0,1,159013
NewYork,Richmond,49625,10.6,1,0,0,0,475596
NewYork,Rockland,46407,14.4,2,0,0,1,325213
NewYork,Saratoga,14249,6.3,1,0,0,0,229313
NewYork,Schenectady,16562,10.9,1,1,0,1,155086
NewYork,Schoharie,3281,11.0,0,0,0,1,31189
NewYork,Schuyler,2055,11.8,0,0,0,0,17845
NewYork,Seneca,3802,12.1,0,0,0,0,34295
NewYork,St. Lawrence,14263,14.7,0,0,0,1,108352
NewYork,Steuben,11291,12.1,2,0,0,2,95843
NewYork,Suffolk,87692,6.1,3,1,0,5,1481364
NewYork,Sullivan,9364,12.7,0,0,0,1,75329
NewYork,Tioga,4420,9.3,0,0,0,0,48431
NewYork,Tompkins,10927,12.4,1,1,0,1,102237
NewYork,Ulster,21559,12.7,2,0,0,1,178371
NewYork,Warren,5614,8.9,0,0,0,1,64187
NewYork,Washington,6426,11.2,0,0,0,0,61304
NewYork,Wayne,8589,9.7,1,1,0,0,90103
NewYork,Westchester,71781,7.6,1,1,0,5,968738
NewYork,Wyoming,3481,9.6,0,0,0,0,40027
NewYork,Yates,3022,12.9,1,1,0,0,24981
NorthCarolina,Alamance,24978,15.1,0,0,0,0,166144
NorthCarolina,Alexander,4248,11.8,0,1,0,0,37271
NorthCarolina,Alleghany,2004,18.1,1,0,0,0,11085
NorthCarolina,Anson,4692,20.7,0,1,0,0,24430
NorthCarolina,Ashe,3913,14.5,1,0,0,0,27009
NorthCarolina,Avery,2398,15.8,1,0,0,0,17510
NorthCarolina,Beaufort,8434,18.1,0,1,0,0,47160
NorthCarolina,Bertie,3916,22.8,0,0,0,0,19081
NorthCarolina,Bladen,7045,21.6,0,0,0,0,33209
NorthCarolina,Brunswick,16628,11.2,0,0,0,0,137303
NorthCarolina,Buncombe,35693,13.9,0,1,0,1,259576
NorthCarolina,Burke,16166,18.4,0,1,0,0,90148
NorthCarolina,Cabarrus,17543,8.0,2,1,0,0,211605
NorthCarolina,Caldwell,10557,13.0,0,1,0,0,82056
NorthCarolina,Camden,806,7.4,0,0,0,0,10654
NorthCarolina,Carteret,6394,9.3,0,0,0,0,69301
NorthCarolina,Caswell,3287,15.4,0,0,0,0,22619
NorthCarolina,Catawba,18349,11.6,0,2,0,0,158507
NorthCarolina,Chatham,7186,9.6,0,0,0,0,72853
NorthCarolina,Cherokee,4337,15.1,2,0,0,0,28413
NorthCarolina,Chowan,2350,17.3,0,0,0,0,13995
NorthCarolina,Clay,1862,16.4,0,0,0,0,11150
NorthCarolina,Cleveland,14524,15.0,0,1,0,0,97765
NorthCarolina,Columbus,11012,21.3,0,1,0,0,55659
NorthCarolina,Craven,12681,13.2,0,2,0,0,102290
NorthCarolina,Cumberland,58933,18.5,0,3,0,2,334562
NorthCarolina,Currituck,2772,9.6,0,0,0,0,27210
NorthCarolina,Dare,3262,8.8,0,1,0,0,36698
NorthCarolina,Davidson,20044,12.0,1,0,0,0,166837
NorthCarolina,Davie,4121,9.6,0,1,0,0,42543
NorthCarolina,Duplin,10643,18.3,0,0,0,0,58965
NorthCarolina,Durham,36583,11.7,0,0,0,1,317665
NorthCarolina,Edgecombe,12004,24.1,0,0,0,0,52069
NorthCarolina,Forsyth,48382,13.0,1,2,0,1,378499
NorthCarolina,Franklin,8429,12.0,0,0,0,0,68027
NorthCarolina,Gaston,26261,11.8,0,5,0,0,222119
NorthCarolina,Gates,1503,13.2,0,0,0,0,11519
NorthCarolina,Graham,1382,16.6,0,0,0,0,8501
NorthCarolina,Granville,8601,15.0,0,0,0,0,59823
NorthCarolina,Greene,3924,21.3,0,0,0,0,20987
NorthCarolina,Guilford,69163,13.3,1,1,0,1,532956
NorthCarolina,Halifax,11495,23.9,0,1,0,0,50678
NorthCarolina,Harnett,19195,14.4,0,1,0,0,134328
NorthCarolina,Haywood,8503,13.6,0,0,0,0,61862
NorthCarolina,Henderson,12915,11.0,0,1,0,0,116298
NorthCarolina,Hertford,4279,20.7,1,0,0,0,23752
NorthCarolina,Hoke,8207,15.0,0,0,0,0,54590
NorthCarolina,Hyde,855,20.0,0,0,0,0,5089
NorthCarolina,Iredell,17955,9.7,0,2,0,0,178853
NorthCarolina,Jackson,6603,16.6,0,1,0,0,43435
NorthCarolina,Johnston,24359,11.4,0,1,0,0,203308
NorthCarolina,Jones,1669,18.3,0,0,0,0,9453
NorthCarolina,Lee,9411,15.4,0,1,0,0,61083
NorthCarolina,Lenoir,9459,17.2,0,1,0,0,56350
NorthCarolina,Lincoln,10351,11.9,0,1,0,0,84580
NorthCarolina,Macon,4600,12.9,0,1,0,0,35172
NorthCarolina,Madison,2917,14.0,0,1,0,0,21608
NorthCarolina,Martin,4424,20.1,0,0,0,0,22644
NorthCarolina,McDowell,6759,15.2,0,1,0,0,45402
NorthCarolina,Mecklenburg,122098,11.0,0,2,0,3,1095170
NorthCarolina,Mitchell,2052,14.0,0,0,0,0,14959
NorthCarolina,Montgomery,4200,16.0,0,0,0,0,27223
NorthCarolina,Moore,9555,9.3,0,1,0,0,99263
NorthCarolina,Nash,13775,14.9,0,1,0,0,94287
NorthCarolina,New Hanover,23331,10.2,0,1,0,1,231448
NorthCarolina,Northampton,4046,21.7,0,0,0,0,19672
NorthCarolina,Onslow,22293,12.5,0,1,0,0,198377
NorthCarolina,Orange,14297,10.3,0,1,0,1,146354
NorthCarolina,Pamlico,1759,14.7,0,0,0,0,12673
NorthCarolina,Pasquotank,5364,14.0,0,1,0,0,39775
NorthCarolina,Pender,7830,12.3,0,0,0,0,61891
NorthCarolina,Perquimans,1959,14.4,0,0,0,0,13513
NorthCarolina,Person,5310,13.5,0,1,0,0,39561
NorthCarolina,Pitt,30096,17.1,0,1,0,0,179961
NorthCarolina,Polk,2492,12.0,0,1,0,0,20682
NorthCarolina,Randolph,20279,14.2,0,1,0,0,143460
NorthCarolina,Richmond,9339,21.5,1,0,0,0,44759
NorthCarolina,Robeson,33424,26.6,0,0,0,0,131656
NorthCarolina,Rockingham,12458,13.8,1,0,0,0,91051
NorthCarolina,Rowan,19964,14.4,0,1,0,0,140978
NorthCarolina,Rutherford,12614,19.1,0,2,0,0,66741
NorthCarolina,Sampson,13195,21.2,0,0,0,0,63284
NorthCarolina,Scotland,9506,29.7,0,0,0,0,34921
NorthCarolina,Stanly,8859,14.5,0,1,0,0,62050
NorthCarolina,Stokes,5467,12.1,1,0,0,0,45688
NorthCarolina,Surry,10915,15.4,1,1,0,0,71904
NorthCarolina,Swain,1931,13.9,0,0,0,0,14241
NorthCarolina,Transylvania,4250,12.6,0,1,0,0,34039
NorthCarolina,Tyrrell,701,20.8,0,0,0,0,3978
NorthCarolina,Union,16946,7.0,0,1,0,0,235767
NorthCarolina,Vance,9382,21.3,0,0,0,0,44614
NorthCarolina,Wake,82129,7.4,0,7,0,2,1091662
NorthCarolina,Warren,4242,22.8,0,0,0,0,19746
NorthCarolina,Washington,2752,24.3,0,0,0,0,11788
NorthCarolina,Watauga,8022,15.8,0,1,0,0,55669
NorthCarolina,Wayne,18039,14.9,0,1,0,0,123785
NorthCarolina,Wilkes,9671,14.4,0,1,0,0,68341
NorthCarolina,Wilson,16994,21.2,0,1,0,0,81579
NorthCarolina,Yadkin,4509,12.1,0,1,0,0,37589
NorthCarolina,Yancey,2677,14.9,0,1,0,0,17870
NorthDakota,Adams,232,10.8,0,0,0,0,2271
NorthDakota,Barnes,975,9.9,0,0,0,0,10592
NorthDakota,Benson,1627,24.2,0,0,0,0,6860
NorthDakota,Billings,89,10.0,0,0,0,0,886
NorthDakota,Bottineau,587,9.7,0,0,0,0,6418
NorthDakota,Bowman,261,8.9,0,0,0,0,3091
NorthDakota,Burke,166,7.9,0,0,0,0,2142
NorthDakota,Burleigh,7934,8.6,0,1,0,0,95509
NorthDakota,Cass,17324,9.7,0,1,1,0,179937
NorthDakota,Cavalier,308,8.5,0,0,0,0,3769
NorthDakota,Dickey,460,10.2,0,0,0,0,4857
NorthDakota,Divide,237,10.7,0,0,0,0,2289
NorthDakota,Dunn,442,10.0,0,0,0,0,4362
NorthDakota,Eddy,236,11.2,0,0,0,0,2262
NorthDakota,Emmons,430,13.7,0,0,0,0,3262
NorthDakota,Foster,247,7.9,0,0,0,0,3231
NorthDakota,Golden Valley,185,11.0,0,0,0,0,1796
NorthDakota,Grand Forks,8467,12.7,0,1,0,0,70243
NorthDakota,Grant,297,13.5,0,0,0,0,2318
NorthDakota,Griggs,208,9.6,0,0,0,0,2314
NorthDakota,Hettinger,267,11.6,0,0,0,0,2510
NorthDakota,Kidder,332,13.5,0,0,0,0,2468
NorthDakota,LaMoure,434,10.9,0,0,0,0,4225
NorthDakota,Logan,265,14.5,0,0,0,0,1743
NorthDakota,McHenry,677,12.0,0,0,0,0,5825
NorthDakota,McIntosh,287,12.2,0,0,0,0,2535
NorthDakota,McKenzie,1130,7.5,0,0,0,0,13836
NorthDakota,McLean,782,8.4,0,0,0,0,9531
NorthDakota,Mercer,646,8.0,0,0,0,0,8359
NorthDakota,Morton,2565,8.3,0,0,0,0,31118
NorthDakota,Mountrail,1150,11.0,0,0,0,0,10348
NorthDakota,Nelson,265,9.8,0,0,0,0,2864
NorthDakota,Oliver,206,10.7,0,0,0,0,1962
NorthDakota,Pembina,496,7.6,0,0,0,0,6850
NorthDakota,Pierce,406,11.0,0,0,0,0,4061
NorthDakota,Ramsey,1335,12.2,0,1,0,0,11521
NorthDakota,Ransom,464,9.3,0,0,0,0,5258
NorthDakota,Renville,171,7.7,0,0,0,0,2387
NorthDakota,Richland,1441,9.4,0,0,0,0,16245
NorthDakota,Rolette,2983,21.3,0,0,0,0,14437
NorthDakota,Sargent,287,7.4,0,0,0,0,3899
NorthDakota,Sheridan,211,16.6,0,0,0,0,1289
NorthDakota,Sioux,1158,28.3,0,0,0,0,4339
NorthDakota,Slope,101,13.5,0,0,0,0,788
NorthDakota,Stark,3145,10.0,0,1,0,0,31164
NorthDakota,Steele,148,7.9,0,0,0,0,1817
NorthDakota,Stutsman,2007,10.6,0,0,0,0,20879
NorthDakota,Towner,203,9.8,0,0,0,0,2191
NorthDakota,Traill,533,7.0,0,0,0,0,7999
NorthDakota,Walsh,1084,10.6,1,0,0,0,10642
NorthDakota,Ward,5829,8.9,0,1,0,0,68962
NorthDakota,Wells,396,10.9,0,0,0,0,3889
NorthDakota,Williams,3665,9.6,0,0,0,0,36044
Ohio,Adams,5592,20.6,1,0,0,0,27685
Ohio,Allen,12387,12.9,0,1,0,0,102808
Ohio,Ashland,5835,11.4,0,1,0,0,53533
Ohio,Ashtabula,15354,16.5,0,1,0,0,97416
Ohio,Athens,12301,22.0,0,2,0,0,65945
Ohio,Auglaize,2637,5.9,0,1,0,0,45709
Ohio,Belmont,7893,12.7,0,0,0,0,67424
Ohio,Brown,5805,13.6,1,0,0,0,43508
Ohio,Butler,37769,10.1,1,2,0,0,382129
Ohio,Carroll,3061,11.6,0,0,0,0,27195
Ohio,Champaign,3839,10.1,1,0,0,0,38861
Ohio,Clark,18577,14.3,2,1,0,0,134409
Ohio,Clermont,18827,9.2,0,1,0,0,205616
Ohio,Clinton,4611,11.3,0,1,0,0,42000
Ohio,Columbiana,13512,13.9,0,2,0,0,102514
Ohio,Coshocton,5343,14.9,0,0,0,0,36558
Ohio,Crawford,4895,12.1,0,1,0,0,41603
Ohio,Cuyahoga,183748,15.3,4,4,3,0,1241475
Ohio,Darke,5158,10.2,0,1,0,0,51387
Ohio,Defiance,3132,8.5,0,1,0,0,38024
Ohio,Delaware,7876,3.7,0,1,0,0,205454
Ohio,Erie,7837,10.9,1,0,0,0,74419
Ohio,Fairfield,11809,7.5,0,1,0,0,156204
Ohio,Fayette,3859,13.8,0,1,0,0,28609
Ohio,Franklin,199428,15.4,1,7,2,0,1304715
Ohio,Fulton,3422,8.3,0,1,0,0,42186
Ohio,Gallia,4646,16.1,0,0,0,0,29995
Ohio,Geauga,5752,6.2,1,0,0,0,93657
Ohio,Greene,14570,9.0,0,1,0,0,167867
Ohio,Guernsey,5185,13.5,0,1,0,0,38996
Ohio,Hamilton,101099,12.7,1,9,1,0,815790
Ohio,Hancock,6868,9.3,0,1,0,0,75765
Ohio,Hardin,4448,15.1,1,1,0,0,31393
Ohio,Harrison,2019,13.7,0,0,0,0,15132
Ohio,Henry,2121,8.0,0,1,0,0,27068
Ohio,Highland,6357,14.9,1,1,0,0,43080
Ohio,Hocking,4081,14.7,0,0,0,0,28306
Ohio,Holmes,3612,8.4,0,0,0,0,43954
Ohio,Huron,5618,9.8,1,1,0,0,58271
Ohio,Jackson,5095,15.9,0,1,0,0,32440
Ohio,Jefferson,9593,15.3,0,1,0,0,65943
Ohio,Knox,6440,10.9,0,1,0,0,61776
Ohio,Lake,17854,7.9,1,0,0,0,229755
Ohio,Lawrence,11521,19.8,1,0,0,0,59901
Ohio,Licking,17039,9.8,0,2,0,0,175409
Ohio,Logan,4513,10.1,1,0,0,0,45315
Ohio,Lorain,36055,11.9,2,1,0,0,309134
Ohio,Lucas,73336,17.5,0,3,1,0,430319
Ohio,Madison,3795,9.5,0,0,0,0,44248
Ohio,Mahoning,34336,15.8,0,1,0,0,228452
Ohio,Marion,8471,14.3,0,1,0,0,65179
Ohio,Medina,10598,5.9,1,1,0,0,179116
Ohio,Meigs,4215,18.8,0,0,0,0,22974
Ohio,Mercer,2240,5.5,0,1,0,0,41034
Ohio,Miami,8534,8.0,0,0,0,0,106074
Ohio,Monroe,1950,14.6,0,0,0,0,13827
Ohio,Montgomery,75773,14.7,0,8,1,0,531988
Ohio,Morgan,2104,15.0,0,0,0,0,14557
Ohio,Morrow,3137,9.0,1,0,0,0,35148
Ohio,Muskingum,12643,15.0,0,1,0,0,86033
Ohio,Noble,1753,15.0,0,0,0,0,14410
Ohio,Ottawa,3049,7.7,0,2,0,0,40557
Ohio,Paulding,1727,9.3,0,1,0,0,18742
Ohio,Perry,4683,13.1,0,0,0,0,36076
Ohio,Pickaway,6746,12.5,0,0,0,0,58112
Ohio,Pike,4724,17.4,0,1,0,0,27914
Ohio,Portage,15339,9.9,1,0,0,0,162476
Ohio,Preble,3546,8.8,1,0,0,0,40995
Ohio,Putnam,2174,6.5,0,0,0,0,33836
Ohio,Richland,14459,12.7,0,1,0,0,121043
Ohio,Ross,10636,15.0,0,1,0,0,76816
Ohio,Sandusky,5942,10.4,0,1,0,0,58801
Ohio,Scioto,16161,22.8,1,0,0,0,75441
Ohio,Seneca,5449,10.4,1,1,0,0,55251
Ohio,Shelby,4417,9.3,0,1,0,0,48610
Ohio,Stark,47524,13.2,0,3,0,0,371516
Ohio,Summit,64333,12.1,0,4,1,0,540810
Ohio,Trumbull,30489,15.8,0,1,0,0,199144
Ohio,Tuscarawas,10438,11.6,1,0,0,0,92165
Ohio,Union,2893,5.0,2,0,0,0,57871
Ohio,VanWert,2045,7.4,0,1,0,0,28213
Ohio,Vinton,2066,16.1,0,0,0,0,13045
Ohio,Warren,12124,5.2,0,1,0,0,232540
Ohio,Washington,7772,13.4,0,0,0,0,60217
Ohio,Wayne,10127,9.0,0,1,0,0,116063
Ohio,Williams,3667,10.3,0,1,0,0,36760
Ohio,Wood,12315,9.9,0,1,0,0,130662
Ohio,Wyandot,1500,7.0,0,1,0,0,21907
Oklahoma,Adair,4858,22.3,0,0,0,0,22171
Oklahoma,Alfalfa,730,15.7,0,0,0,0,5791
Oklahoma,Atoka,2442,18.6,0,0,0,0,13815
Oklahoma,Beaver,565,11.0,0,0,0,0,5326
Oklahoma,Beckham,3667,18.8,0,1,0,0,21860
Oklahoma,Blaine,1350,14.5,0,0,0,0,9521
Oklahoma,Bryan,7577,15.9,0,1,0,0,47325
Oklahoma,Caddo,4874,18.3,0,1,0,0,29179
Oklahoma,Canadian,11342,7.6,0,2,0,0,144610
Oklahoma,Carter,8986,19.0,0,1,0,0,48380
Oklahoma,Cherokee,9256,19.6,0,0,0,0,48871
Oklahoma,Choctaw,2807,19.5,0,1,0,0,14727
Oklahoma,Cimarron,323,15.1,0,0,0,0,2159
Oklahoma,Cleveland,29765,10.8,0,1,0,0,282189
Oklahoma,Coal,1064,19.3,0,0,0,0,5577
Oklahoma,Comanche,17465,15.8,0,2,0,0,121374
Oklahoma,Cotton,975,17.4,0,0,0,0,5783
Oklahoma,Craig,2350,17.5,0,0,0,0,14274
Oklahoma,Creek,9089,12.9,0,0,0,0,71505
Oklahoma,Custer,3470,12.8,0,1,0,0,28929
Oklahoma,Delaware,7716,18.1,0,0,0,0,42741
Oklahoma,Dewey,500,10.6,0,0,0,0,4885
Oklahoma,Ellis,424,11.2,0,0,0,0,3936
Oklahoma,Garfield,7015,11.8,0,1,0,0,61555
Oklahoma,Garvin,4557,16.7,0,0,0,0,27789
Oklahoma,Grady,6587,12.0,0,1,0,0,55315
Oklahoma,Grant,500,11.7,0,0,0,0,4369
Oklahoma,Greer,1048,22.9,0,0,0,0,5790
Oklahoma,Harmon,570,23.3,0,0,0,0,2663
Oklahoma,Harper,373,10.5,0,0,0,0,3730
Oklahoma,Haskell,2432,19.4,1,0,0,0,12688
Oklahoma,Hughes,2483,21.4,0,0,0,0,13265
Oklahoma,Jackson,3532,15.0,0,1,0,0,24808
Oklahoma,Jefferson,1030,17.8,0,0,0,0,6084
Oklahoma,Johnston,1921,18.3,0,0,0,0,11028
Oklahoma,Kay,6451,15.3,0,1,0,0,44074
Oklahoma,Kingfisher,1406,9.0,0,0,0,0,15811
Oklahoma,Kiowa,1541,18.0,0,0,0,0,8816
Oklahoma,Latimer,1518,15.9,0,0,0,0,10239
Oklahoma,LeFlore,8753,18.1,0,1,0,0,49999
Oklahoma,Lincoln,4783,13.8,0,0,0,0,34936
Oklahoma,Logan,5152,11.0,0,1,0,0,47401
Oklahoma,Love,1188,11.7,0,0,0,0,10128
Oklahoma,Major,857,11.5,0,0,0,0,7654
Oklahoma,Marshall,2308,13.7,0,0,0,0,16688
Oklahoma,Mayes,6873,16.9,0,1,0,0,41098
Oklahoma,McClain,4280,10.4,0,0,0,0,39921
Oklahoma,McCurtain,6106,18.9,0,1,0,0,32913
Oklahoma,McIntosh,4345,22.5,0,0,0,0,19677
Oklahoma,Murray,1943,14.3,0,0,0,0,13972
Oklahoma,Muskogee,11626,18.2,0,1,0,0,68451
Oklahoma,Noble,1298,11.8,0,0,0,0,11263
Oklahoma,Nowata,1635,16.5,0,0,0,0,10243
Oklahoma,Okfuskee,2333,21.7,0,0,0,0,11987
Oklahoma,Oklahoma,119595,15.2,0,8,2,0,792668
Oklahoma,Okmulgee,5361,14.6,0,1,0,0,38553
Oklahoma,Osage,5864,13.0,0,0,0,0,47074
Oklahoma,Ottawa,5522,18.5,0,0,0,0,31283
Oklahoma,Pawnee,2539,15.7,0,0,0,0,16402
Oklahoma,Payne,14878,20.1,0,2,0,0,81912
Oklahoma,Pittsburg,6809,16.5,0,0,0,0,43955
Oklahoma,Pontotoc,5279,14.4,0,1,0,0,38385
Oklahoma,Pottawatomie,11168,16.0,0,0,0,0,72511
Oklahoma,Pushmataha,1882,17.4,0,0,0,0,11055
Oklahoma,Roger Mills,479,13.5,0,0,0,0,3635
Oklahoma,Rogers,7784,8.5,1,0,0,0,92052
Oklahoma,Seminole,4996,21.2,0,0,0,0,24624
Oklahoma,Sequoyah,6936,16.9,0,0,0,0,41687
Oklahoma,Stephens,7502,17.7,0,1,0,0,43401
Oklahoma,Texas,2150,11.1,0,1,0,0,20633
Oklahoma,Tillman,1519,21.9,0,0,0,0,7347
Oklahoma,Tulsa,82694,12.8,0,5,1,0,650291
Oklahoma,Wagoner,8393,10.2,0,0,0,0,80264
Oklahoma,Washington,7596,14.8,0,2,0,0,51995
Oklahoma,Washita,1557,14.7,0,0,0,0,11066
Oklahoma,Woods,1155,15.1,0,0,0,0,8914
Oklahoma,Woodward,2470,13.3,0,1,0,0,20352
Oregon,Baker,2308,14.5,0,1,0,0,16090
Oregon,Benton,13731,15.7,0,0,0,0,92168
Oregon,Clackamas,28451,6.8,0,4,0,1,415084
Oregon,Clatsop,4200,10.5,0,1,0,0,39656
Oregon,Columbia,4825,9.2,0,1,0,0,52117
Oregon,Coos,9796,15.4,0,1,0,0,64175
